date,time,000001.XSHE,000002.XSHE,000004.XSHE,000005.XSHE,000006.XSHE,000007.XSHE,000008.XSHE,000009.XSHE,000010.XSHE,000011.XSHE,000012.XSHE,000014.XSHE,000016.XSHE,000017.XSHE,000018.XSHE,000019.XSHE,000020.XSHE,000021.XSHE,000022.XSHE,000023.XSHE,000024.XSHE,000025.XSHE,000026.XSHE,000027.XSHE,000028.XSHE,000029.XSHE,000030.XSHE,000031.XSHE,000032.XSHE,000033.XSHE
2023-06-07,10:00:00,-0.2623443823248551,0.29708102875334524,0.5300781568136147,0.034260359567934016,-0.6136509951080872,-0.0004177529396599652,0.3729805894432743,0.30949101394616896,0.0008340669932036436,0.05525158291414505,0.35931470961383083,-0.40618995689580717,0.8985471995239683,-0.6384022108576037,,0.06089960010263345,0.3211384130815411,-0.03149569897157743,,-0.1589641633293908,,-0.5797825291497053,-0.035755152663221115,0.9826270289042064,0.04133577702067166,-1.1922506594345652,1.287806831297769,0.4152595182271832,-0.15600276252528172,
2023-06-07,13:30:00,-0.281436769,0.607447142,0.71101839,0.048784674,-0.739596351,-0.02946153,1.679690096,0.702172441,0.001802774,0.214810402,0.516695511,-0.895884654,1.060671665,-1.266479046,,0.853755904,0.474071444,-0.040241402,,-0.76963441,,-1.47801098,-0.127182318,1.479159533,0.273108595,-1.49405298,1.604959188,0.633837861,-2.155920476,
2023-06-08,10:00:00,-0.11819347427172852,0.028924220362463723,0.5109991704727116,0.004375780417496749,-0.5110369697593357,-0.029901727177732255,0.00406236778512666,0.08867528144273053,0.005176110263912223,0.14069928684722333,0.4580836159835246,-0.6886342384882045,0.9078698475407421,-0.15634039627730761,,0.5756062810685828,0.2192359920131407,-0.03405988022755005,,-0.538826471405837,,-0.7238630014325247,-0.015849400493253125,1.39890296521843,0.07735998775370499,-1.197070445972618,0.4658352512648584,0.41964821237478,-1.8407892684636489,
2023-06-08,13:30:00,-0.269879653,0.656808073,0.668644412,0.051293512,-0.652145001,-0.043613695,1.678537659,0.719343072,0.016147185,0.26124735,0.478454488,-0.959914549,1.05158922,-1.204416868,,0.894997145,0.522913168,-0.037469171,,-0.669532356,,-1.370419783,-0.059419887,1.50604502,0.254420092,-1.478232872,1.582471209,0.645589383,-2.157411787,
2023-06-09,10:00:00,-0.08618703657349779,0.35019175070844,0.03298262524185249,0.002621046911470894,-0.226344570878521,-0.023445175441722498,0.520461193277665,0.18978924990322982,0.0036703920472097593,0.06342377858116129,0.4079584460866283,-0.3059261741418066,1.0558158687536359,-1.0115986157420729,,0.317187324739854,0.22252351170747028,-0.020470172480635047,,-0.6021219596179184,,-0.3480438302251302,0.02852393588722958,1.0788612217090245,0.2679939591211422,-1.2055387592989595,0.06488933613828063,0.552780654185324,-1.0424334834015045,
2023-06-09,13:30:00,-0.288418411,0.639331306,0.685525514,0.002774322,-0.680637688,-0.04157417,1.733239517,0.725004233,0.02400161,0.157990052,0.447907378,-0.904276396,1.113924228,-1.120399967,,0.918751176,0.50950211,-0.127517257,,-0.656059243,,-1.279856213,0.090282505,1.46700918,0.282359536,-1.513658731,1.613382598,0.639474576,-2.088015111,
2023-06-12,10:00:00,-0.2835074341830925,0.20949531405167782,0.17832132531279046,-0.00885567017746495,-0.38726746312170246,-0.015291429916270909,0.4056625824054279,0.7276676774499231,0.004217403468830376,0.14300315293695443,0.3727786834647356,-0.10093431488442844,0.04416793140791324,-0.11726778954620386,,0.42928206758931026,0.26854265958422235,-0.07420102913718632,,-0.012994077081614867,,-0.4799302064076531,0.036757356396318795,0.1976185433197491,0.1908687225781193,-0.919881043094428,0.24286448558291943,0.21500201185230092,-0.5399852001325716,
2023-06-12,13:30:00,-0.338362877,0.591735924,0.68533153,-0.009131212,-0.7447971,-0.045449557,1.872660477,0.750171499,0.005211557,0.143973324,0.48679506,-0.911682407,1.119220777,-1.131076463,,0.908023509,0.554318279,-0.128429328,,-0.659441378,,-1.219411216,0.12236325,1.441609915,0.282631627,-1.563420046,1.618488494,0.634916938,-2.108189864,
2023-06-13,10:00:00,-0.2157123227106616,0.3434969280307351,0.5313623225709914,-0.020164845054738742,-0.5760584338455663,-0.02433387399708818,1.2527343152305874,0.72962117368257,-0.010641206685801784,0.08927223657613638,0.03784623240378965,-0.9041174311485463,1.0181480848771496,-0.15996045167837217,,0.7399074069707082,0.01706137040542358,-0.14710153055939637,,-0.6557455605862208,,-0.8989241777590613,0.043587467062731304,0.003736642224153675,0.08923852557290109,-1.404418660457475,0.778493010578851,0.18219075879554938,-0.3363933062032077,
2023-06-13,13:30:00,-0.288628322,0.623746618,0.687122938,-0.026585385,-0.671865275,-0.050514186,1.887681352,0.831494903,-0.017120586,0.107496868,0.458298903,-0.945490283,1.070576991,-1.211154972,,0.916086122,0.499930471,-0.15629197,,-0.674714706,,-1.157154701,0.097854682,1.426011703,0.257122489,-1.58925832,1.592124191,0.628013904,-2.125378941,
