date,time,code,open,high,low,close,volume,amount,adjustflag
2023-06-07,20230607100000000,sz.000021,21.3000,21.5000,20.7400,21.4400,23363266,496064784.0000,3
2023-06-07,20230607133000000,sz.000021,21.4300,21.6600,21.3500,21.5800,12012115,258765360.0000,3
2023-06-08,20230608100000000,sz.000021,21.2500,21.2500,20.0600,20.7300,40525077,832770816.0000,3
2023-06-08,20230608133000000,sz.000021,20.6800,20.8400,20.5500,20.8400,4658635,96413680.0000,3
2023-06-09,20230609100000000,sz.000021,20.6200,20.7800,20.3000,20.6500,16520279,339398960.0000,3
2023-06-09,20230609133000000,sz.000021,20.5500,21.8300,20.5500,21.2800,31935845,678108368.0000,3
2023-06-12,20230612100000000,sz.000021,21.6200,21.8600,21.5000,21.7200,25281093,548369712.0000,3
2023-06-12,20230612133000000,sz.000021,21.7200,21.7200,21.5700,21.6100,4559380,98550032.0000,3
2023-06-13,20230613100000000,sz.000021,21.1000,21.4500,21.0000,21.4200,17978391,382627136.0000,3
2023-06-13,20230613133000000,sz.000021,21.9900,22.2500,21.8200,22.0100,21433796,473145520.0000,3
2023-06-14,20230614100000000,sz.000021,21.6300,21.9900,21.5500,21.7000,24029084,523079536.0000,3
2023-06-14,20230614133000000,sz.000021,21.9100,22.8000,21.9100,22.4600,28694429,645356480.0000,3
2023-06-15,20230615100000000,sz.000021,22.0600,22.3300,21.9000,21.9700,19510876,431159088.0000,3
2023-06-15,20230615133000000,sz.000021,21.5300,21.5700,21.3500,21.4000,12048713,258430016.0000,3
2023-06-16,20230616100000000,sz.000021,21.1100,21.4400,20.8200,21.2400,19454490,411006176.0000,3
2023-06-16,20230616133000000,sz.000021,21.5100,21.5800,21.2300,21.3600,5643400,120577824.0000,3
2023-06-19,20230619100000000,sz.000021,21.0000,21.4000,20.5500,21.3400,38972377,815098128.0000,3
2023-06-19,20230619133000000,sz.000021,21.8800,22.1600,21.8000,22.1500,10706903,235400848.0000,3
2023-06-20,20230620100000000,sz.000021,21.7000,21.8600,21.4200,21.4800,24035276,518828656.0000,3
2023-06-20,20230620133000000,sz.000021,21.3000,21.3800,21.0800,21.1200,6199054,131546544.0000,3
2023-06-21,20230621100000000,sz.000021,21.0200,21.0400,20.0300,20.0500,32863481,674898816.0000,3
2023-06-21,20230621133000000,sz.000021,19.8200,19.9600,19.5800,19.7600,7758407,153160272.0000,3
2023-06-26,20230626100000000,sz.000021,19.0000,19.2000,18.4000,18.4200,24859333,467687936.0000,3
2023-06-26,20230626133000000,sz.000021,18.3600,18.4200,18.1400,18.2500,5618119,102489232.0000,3
2023-06-27,20230627100000000,sz.000021,18.0800,18.7900,18.0700,18.4300,34867606,644925968.0000,3
2023-06-27,20230627133000000,sz.000021,18.8100,18.8700,18.6100,18.6400,5359817,100513408.0000,3
2023-06-28,20230628100000000,sz.000021,18.5900,18.8000,17.8500,17.8900,20792092,379588448.0000,3
2023-06-28,20230628133000000,sz.000021,18.9000,18.9000,18.6700,18.8600,4680181,87909184.0000,3
2023-06-29,20230629100000000,sz.000021,19.5400,20.2600,19.5000,19.9800,60118835,1199827696.0000,3
2023-06-29,20230629133000000,sz.000021,19.7700,20.3600,19.7700,20.0100,14333293,288502784.0000,3
2023-06-30,20230630100000000,sz.000021,19.7600,20.0600,19.5500,19.9300,20680633,410102364.8000,3
2023-06-30,20230630133000000,sz.000021,19.8300,19.8700,19.7000,19.8000,3536815,69929678.2000,3
2023-07-03,20230703100000000,sz.000021,20.0700,20.1200,19.3000,19.3300,28087900,551202788.8200,3
2023-07-03,20230703133000000,sz.000021,19.6700,19.7900,19.4700,19.5800,5709541,112143306.0900,3
2023-07-04,20230704100000000,sz.000021,19.4800,19.6300,19.1800,19.2300,12670304,245162390.7300,3
2023-07-04,20230704133000000,sz.000021,19.9300,19.9500,19.7400,19.7400,6084400,120842120.8700,3
2023-07-05,20230705100000000,sz.000021,19.7300,20.0500,19.5700,19.9800,14337111,283779877.9600,3
2023-07-05,20230705133000000,sz.000021,20.1000,20.3300,19.9700,20.2000,7035903,141846145.1800,3
2023-07-06,20230706100000000,sz.000021,19.7500,20.5800,19.6800,20.4800,31211900,632012034.1800,3
2023-07-06,20230706133000000,sz.000021,20.3600,20.4900,20.2400,20.4100,4687300,95398757.0500,3
2023-07-07,20230707100000000,sz.000021,20.0800,20.4000,19.6900,19.7200,27029921,541726416.5400,3
2023-07-07,20230707133000000,sz.000021,19.7800,19.9000,19.6000,19.8400,4679000,92448335.6000,3
2023-07-10,20230710100000000,sz.000021,19.6100,19.8500,19.3900,19.4800,11576456,226120200.9300,3
2023-07-10,20230710133000000,sz.000021,19.3400,19.3400,19.1600,19.1900,5196271,99899062.4400,3
2023-07-11,20230711100000000,sz.000021,19.3600,20.2000,19.3500,20.1100,26010639,516169491.8400,3
2023-07-11,20230711133000000,sz.000021,20.8100,21.0800,20.7200,20.7700,10976742,229664801.7800,3
2023-07-12,20230712100000000,sz.000021,20.8800,21.2500,20.6800,20.6800,29901850,626635056.7700,3
2023-07-12,20230712133000000,sz.000021,20.7800,20.8000,20.5800,20.6300,5146500,106377023.8700,3
2023-07-13,20230713100000000,sz.000021,20.7500,21.5000,20.4000,21.4200,44890030,944050786.4300,3
2023-07-13,20230713133000000,sz.000021,21.7700,22.1700,21.7300,22.0300,14579975,320131728.8700,3
2023-07-14,20230714100000000,sz.000021,22.1100,22.3400,21.8500,21.9300,43885378,968242167.5200,3
2023-07-14,20230714133000000,sz.000021,22.0000,22.0400,21.8700,21.9800,5810800,127466336.0300,3
2023-07-17,20230717100000000,sz.000021,21.7100,22.0800,21.5600,21.8700,19759231,431423914.5100,3
2023-07-17,20230717133000000,sz.000021,21.7300,21.8700,21.5600,21.6100,5135600,111321998.8800,3
2023-07-18,20230718100000000,sz.000021,21.8400,22.6800,21.8400,22.4100,49128014,1098552682.6900,3
2023-07-18,20230718133000000,sz.000021,21.6000,21.7500,21.5100,21.5900,4228311,91348455.5900,3
2023-07-19,20230719100000000,sz.000021,21.1600,21.6600,20.9000,21.2800,24963956,532857031.3000,3
2023-07-19,20230719133000000,sz.000021,21.1800,21.2600,20.9500,21.0600,4567491,96339596.3700,3
2023-07-20,20230720100000000,sz.000021,20.9900,21.0100,20.2500,20.3900,24473383,502648536.0700,3
2023-07-20,20230720133000000,sz.000021,19.9800,20.1900,19.9000,20.0500,5042436,101045395.8200,3
2023-07-21,20230721100000000,sz.000021,19.7300,20.1100,19.4000,19.8700,15350873,304915490.6100,3
2023-07-21,20230721133000000,sz.000021,19.5100,19.5700,19.4200,19.5200,4002615,77962725.6000,3
2023-07-24,20230724100000000,sz.000021,19.3900,19.9500,19.3900,19.9400,13163398,259136841.2200,3
2023-07-24,20230724133000000,sz.000021,19.7600,19.7700,19.6300,19.6400,2055400,40474184.0000,3
2023-07-25,20230725100000000,sz.000021,19.8000,19.9100,19.2000,19.4500,15886500,309683289.0600,3
2023-07-25,20230725133000000,sz.000021,19.6200,19.8900,19.5700,19.7400,7416010,146691214.4000,3
2023-07-26,20230726100000000,sz.000021,19.5200,19.5200,18.7000,19.1100,20256332,385768198.6100,3
2023-07-26,20230726133000000,sz.000021,19.2300,19.3500,19.1900,19.2600,1962000,37764886.2200,3
2023-07-27,20230727100000000,sz.000021,19.3500,19.6300,19.1300,19.5300,10890040,211309392.0000,3
2023-07-27,20230727133000000,sz.000021,19.8400,19.9200,19.5600,19.6400,6959375,137282436.9400,3
2023-07-28,20230728100000000,sz.000021,19.7800,20.1600,19.6200,19.6200,26254619,523292496.4100,3
2023-07-28,20230728133000000,sz.000021,19.9100,20.0000,19.7600,19.8000,3641000,72412837.3500,3
2023-07-31,20230731100000000,sz.000021,19.3000,19.7400,18.7500,19.7100,21655494,417008524.7400,3
2023-07-31,20230731133000000,sz.000021,19.6800,19.7100,19.5600,19.5700,1660200,32557664.3000,3
2023-08-01,20230801100000000,sz.000021,19.4300,19.5200,19.1400,19.2100,10909300,210377404.3400,3
2023-08-01,20230801133000000,sz.000021,19.9400,19.9500,19.6600,19.6700,3876231,76684195.4600,3
