date,time,code,open,high,low,close,volume,amount,adjustflag
2023-06-07,20230607100000000,sz.000032,32.9200,33.8000,32.3000,33.8000,8849703,291658544.0000,3
2023-06-07,20230607133000000,sz.000032,34.0000,34.1500,33.8500,34.1400,1993089,67753296.0000,3
2023-06-08,20230608100000000,sz.000032,33.7700,33.7800,33.0000,33.5000,4949844,164416733.0000,3
2023-06-08,20230608133000000,sz.000032,33.3900,33.4900,33.1400,33.3400,1470473,48951120.0000,3
2023-06-09,20230609100000000,sz.000032,33.5700,34.2600,33.1100,34.0800,5447308,183785051.0000,3
2023-06-09,20230609133000000,sz.000032,33.4300,33.6700,32.9800,33.0000,2523600,84130320.0000,3
2023-06-12,20230612100000000,sz.000032,34.0100,34.5000,33.3300,34.3300,9115847,309989248.0000,3
2023-06-12,20230612133000000,sz.000032,34.0100,34.1000,33.7300,33.8100,1523192,51661136.0000,3
2023-06-13,20230613100000000,sz.000032,33.3900,34.1000,33.0900,34.0600,6122441,205054532.0000,3
2023-06-13,20230613133000000,sz.000032,34.1400,34.4600,34.1400,34.3700,2285105,78387456.0000,3
2023-06-14,20230614100000000,sz.000032,34.8000,34.8000,34.0000,34.1200,7690323,264309422.0000,3
2023-06-14,20230614133000000,sz.000032,35.1000,35.1300,34.6600,34.7700,2933357,102314080.0000,3
2023-06-15,20230615100000000,sz.000032,34.6900,34.8700,34.0700,34.3100,5175000,178025679.0000,3
2023-06-15,20230615133000000,sz.000032,34.3500,34.4400,34.2600,34.3100,1661396,57049232.0000,3
2023-06-16,20230616100000000,sz.000032,34.1900,36.7100,33.6800,36.6800,14809124,524379216.0000,3
2023-06-16,20230616133000000,sz.000032,37.7000,37.8000,37.1500,37.6800,11836050,446328096.0000,3
2023-06-19,20230619100000000,sz.000032,37.0000,37.7400,36.5500,37.3500,15326131,566366528.0000,3
2023-06-19,20230619133000000,sz.000032,38.1900,38.3900,37.9000,38.0000,4399512,167696192.0000,3
2023-06-20,20230620100000000,sz.000032,37.3500,38.3600,37.2700,38.0400,8443665,319825248.0000,3
2023-06-20,20230620133000000,sz.000032,38.0600,38.3400,37.9900,38.2600,1872121,71417888.0000,3
2023-06-21,20230621100000000,sz.000032,38.0500,38.9000,36.4500,36.9600,12699250,475645184.0000,3
2023-06-21,20230621133000000,sz.000032,37.3000,37.6000,37.1400,37.1900,1041140,38925056.0000,3
2023-06-26,20230626100000000,sz.000032,36.3800,36.6000,35.5000,35.6500,7798415,281303520.0000,3
2023-06-26,20230626133000000,sz.000032,34.7900,35.0700,34.5900,34.7400,1789828,62360208.0000,3
2023-06-27,20230627100000000,sz.000032,34.6000,35.4800,34.4100,34.9000,5613627,196614345.0000,3
2023-06-27,20230627133000000,sz.000032,35.3000,35.3600,34.6400,34.6900,1756620,61275008.0000,3
2023-06-28,20230628100000000,sz.000032,34.9000,35.0000,32.1500,32.2000,9049534,300315312.0000,3
2023-06-28,20230628133000000,sz.000032,32.5900,33.0900,32.5700,32.9800,1440800,47262976.0000,3
2023-06-29,20230629100000000,sz.000032,33.3400,33.5000,32.3200,32.3600,3799920,124916828.0000,3
2023-06-29,20230629133000000,sz.000032,32.4500,33.1000,32.3200,33.0000,2708900,88776000.0000,3
2023-06-30,20230630100000000,sz.000032,32.6500,33.0000,32.3500,32.5500,2261643,73900214.9500,3
2023-06-30,20230630133000000,sz.000032,32.8800,33.1800,32.7500,33.0600,1970700,65113278.0000,3
2023-07-03,20230703100000000,sz.000032,33.2400,33.2600,31.3000,31.5000,7804665,250976767.7000,3
2023-07-03,20230703133000000,sz.000032,33.1700,33.4300,33.1100,33.2900,2024739,67399302.7500,3
2023-07-04,20230704100000000,sz.000032,32.6400,33.6100,32.6000,33.3300,5978718,199080988.0500,3
2023-07-04,20230704133000000,sz.000032,34.1000,34.3000,33.9200,33.9800,2165057,73918702.9300,3
2023-07-05,20230705100000000,sz.000032,35.9300,37.2000,35.5000,36.4800,13110758,475058749.7800,3
2023-07-05,20230705133000000,sz.000032,35.8800,35.9700,35.6000,35.7100,1856180,66345485.6000,3
2023-07-06,20230706100000000,sz.000032,35.3200,35.5700,34.5600,34.6500,6028548,210412860.7700,3
2023-07-06,20230706133000000,sz.000032,34.0300,34.2500,33.9000,33.9400,1554698,52948636.9600,3
2023-07-07,20230707100000000,sz.000032,33.5000,33.6600,31.9800,32.0700,8540728,278653511.0600,3
2023-07-07,20230707133000000,sz.000032,32.1000,32.5100,32.0200,32.4900,1148400,37154291.0000,3
2023-07-10,20230710100000000,sz.000032,32.3100,32.5000,31.7800,32.4600,4336506,139536398.0600,3
2023-07-10,20230710133000000,sz.000032,32.4000,32.4300,32.0100,32.3300,649300,20958757.0000,3
2023-07-11,20230711100000000,sz.000032,32.2200,32.4300,31.8000,32.1500,2878500,92349141.7300,3
2023-07-11,20230711133000000,sz.000032,31.9100,31.9300,31.6200,31.7200,1797231,57092242.3500,3
2023-07-12,20230712100000000,sz.000032,31.1000,31.3800,30.3900,30.4100,4953021,152730366.3600,3
2023-07-12,20230712133000000,sz.000032,30.0200,30.1500,29.8800,29.9900,1259400,37773658.2400,3
2023-07-13,20230713100000000,sz.000032,30.1000,30.1500,29.6400,29.7200,2800940,83679166.6000,3
2023-07-13,20230713133000000,sz.000032,29.6600,30.4000,29.6600,30.2200,2814724,84712687.0400,3
2023-07-14,20230714100000000,sz.000032,30.5000,31.3100,30.2200,31.2000,7109813,219748571.8300,3
2023-07-14,20230714133000000,sz.000032,31.9200,32.9500,31.9200,32.6300,5652807,184475547.8900,3
2023-07-17,20230717100000000,sz.000032,32.3800,33.5300,32.0500,33.0000,9830407,322618019.8300,3
2023-07-17,20230717133000000,sz.000032,32.6000,33.1600,32.4100,32.5100,1918500,62829055.0000,3
2023-07-18,20230718100000000,sz.000032,32.7000,32.8000,31.8300,32.4800,3908875,126147719.1500,3
2023-07-18,20230718133000000,sz.000032,31.9500,32.2100,31.8900,31.9000,860400,27528844.0000,3
2023-07-19,20230719100000000,sz.000032,31.6700,32.1400,31.5400,31.7200,1882658,59885594.2300,3
2023-07-19,20230719133000000,sz.000032,31.6200,31.6400,31.4500,31.4900,480700,15152607.0000,3
2023-07-20,20230720100000000,sz.000032,31.6600,31.9600,30.9300,31.1600,2299090,71839622.5000,3
