date,time,code,open,high,low,close,volume,amount,adjustflag
2023-06-07,20230607100000000,sz.000014,11.4600,12.3700,11.2700,11.6400,29691061,353837856.0000,3
2023-06-07,20230607133000000,sz.000014,11.4000,11.6400,11.3800,11.5600,2520520,29087760.0000,3
2023-06-08,20230608100000000,sz.000014,11.4300,11.9500,11.4300,11.8600,18052422,210949645.0000,3
2023-06-08,20230608133000000,sz.000014,12.2600,12.4900,12.2600,12.4900,2501180,31002144.0000,3
2023-06-09,20230609100000000,sz.000014,11.7800,12.0700,11.6500,11.7200,22370132,264440985.0000,3
2023-06-09,20230609133000000,sz.000014,11.8000,11.8800,11.7300,11.8600,2654673,31336272.0000,3
2023-06-12,20230612100000000,sz.000014,11.5100,11.9200,11.3400,11.7400,13315611,153898556.0000,3
2023-06-12,20230612133000000,sz.000014,11.9700,12.1500,11.9200,12.0000,2180780,26249328.0000,3
2023-06-13,20230613100000000,sz.000014,12.2500,12.5600,12.0500,12.1200,12945352,158541793.0000,3
2023-06-13,20230613133000000,sz.000014,11.9400,12.7000,11.8800,12.1800,8277680,102046517.0000,3
2023-06-14,20230614100000000,sz.000014,12.5000,12.7500,12.2100,12.3500,11519400,143108370.0000,3
2023-06-14,20230614133000000,sz.000014,12.1500,12.2700,12.1200,12.1300,1747940,21330080.0000,3
2023-06-15,20230615100000000,sz.000014,12.0800,12.3100,12.0800,12.0900,8018705,97671407.0000,3
2023-06-15,20230615133000000,sz.000014,12.0400,12.3000,12.0400,12.2300,2699380,32918891.0000,3
2023-06-16,20230616100000000,sz.000014,12.1800,12.5500,12.1800,12.3200,8963504,110996724.0000,3
2023-06-16,20230616133000000,sz.000014,12.5100,12.6900,12.5100,12.6300,1607160,20283520.0000,3
2023-06-19,20230619100000000,sz.000014,12.5300,12.6000,12.0700,12.1400,10511709,129361234.0000,3
2023-06-19,20230619133000000,sz.000014,12.0400,12.1000,11.9900,12.0100,1701760,20465537.0000,3
2023-06-20,20230620100000000,sz.000014,11.9900,12.0300,11.7000,11.8900,5846340,68983961.0000,3
2023-06-20,20230620133000000,sz.000014,11.7400,11.7400,11.5500,11.5700,1904040,22115821.0000,3
2023-06-21,20230621100000000,sz.000014,11.5200,11.6600,11.3000,11.6100,4346280,50087862.0000,3
2023-06-21,20230621133000000,sz.000014,11.3300,11.3600,11.2300,11.2300,1425700,16075952.0000,3
2023-06-26,20230626100000000,sz.000014,11.2000,11.2600,11.0600,11.0700,3290600,36670688.0000,3
2023-06-26,20230626133000000,sz.000014,10.9400,11.0100,10.9000,10.9300,638140,6987293.0000,3
2023-06-27,20230627100000000,sz.000014,10.9200,11.1400,10.8800,11.0000,3535740,38884959.0000,3
2023-06-27,20230627133000000,sz.000014,11.4300,11.6200,11.4000,11.5400,1930720,22225804.0000,3
2023-06-28,20230628100000000,sz.000014,11.6100,11.6500,11.2500,11.3400,6378120,72755243.0000,3
